"seqid"	"type"	"start"	"end"	"strand"	"gene"	"gene_biotype"	"ID"	"Name"	"Parent"	"product"	"protein_id"
"4360"	"U00096.3"	"gene"	2079032	2079361	"-"	"tmaR"	"protein_coding"	"gene-b2007"	"tmaR"	NA	NA	NA
"4361"	"U00096.3"	"CDS"	2079032	2079361	"-"	"tmaR"	NA	"cds-AAC75068.2"	"AAC75068.2"	"gene-b2007"	"PTS system regulator TmaR"	"AAC75068.2"
"4362"	"U00096.3"	"gene"	2079427	2079477	"-"	"yoeJ"	"protein_coding"	"gene-b4818"	"yoeJ"	NA	NA	NA
"4363"	"U00096.3"	"CDS"	2079427	2079477	"-"	"yoeJ"	NA	"cds-UMR55114.1"	"UMR55114.1"	"gene-b4818"	"protein YoeJ"	"UMR55114.1"
"4364"	"U00096.3"	"gene"	2079533	2080591	"-"	"yeeA"	"protein_coding"	"gene-b2008"	"yeeA"	NA	NA	NA
"4365"	"U00096.3"	"CDS"	2079533	2080591	"-"	"yeeA"	NA	"cds-AAC75069.1"	"AAC75069.1"	"gene-b2008"	"putative transporter YeeA"	"AAC75069.1"
"4366"	"U00096.3"	"gene"	2080789	2081262	"-"	"sbmC"	"protein_coding"	"gene-b2009"	"sbmC"	NA	NA	NA
"4367"	"U00096.3"	"CDS"	2080789	2081262	"-"	"sbmC"	NA	"cds-AAC75070.1"	"AAC75070.1"	"gene-b2009"	"DNA gyrase inhibitor"	"AAC75070.1"
"4368"	"U00096.3"	"gene"	2081381	2082547	"-"	"dacD"	"protein_coding"	"gene-b2010"	"dacD"	NA	NA	NA
"4369"	"U00096.3"	"CDS"	2081381	2082547	"-"	"dacD"	NA	"cds-AAC75071.2"	"AAC75071.2"	"gene-b2010"	"D-alanyl-D-alanine carboxypeptidase DacD"	"AAC75071.2"
"4370"	"U00096.3"	"gene"	2082756	2084183	"+"	"sbcB"	"protein_coding"	"gene-b2011"	"sbcB"	NA	NA	NA
"4371"	"U00096.3"	"CDS"	2082756	2084183	"+"	"sbcB"	NA	"cds-AAC75072.1"	"AAC75072.1"	"gene-b2011"	"exodeoxyribonuclease I"	"AAC75072.1"
"4372"	"U00096.3"	"gene"	2084226	2084453	"-"	"tsuB"	"protein_coding"	"gene-b2012"	"tsuB"	NA	NA	NA
"4373"	"U00096.3"	"CDS"	2084226	2084453	"-"	"tsuB"	NA	"cds-AAC75073.1"	"AAC75073.1"	"gene-b2012"	"putative thiosulfate sulfurtransferase"	"AAC75073.1"
"4374"	"U00096.3"	"gene"	2084467	2085525	"-"	"tsuA"	"protein_coding"	"gene-b2013"	"tsuA"	NA	NA	NA
"4375"	"U00096.3"	"CDS"	2084467	2085525	"-"	"tsuA"	NA	"cds-AAC75074.1"	"AAC75074.1"	"gene-b2013"	"thiosulfate transporter"	"AAC75074.1"
"4376"	"U00096.3"	"gene"	2085704	2087062	"-"	"plaP"	"protein_coding"	"gene-b2014"	"plaP"	NA	NA	NA
"4377"	"U00096.3"	"CDS"	2085704	2087062	"-"	"plaP"	NA	"cds-AAC75075.2"	"AAC75075.2"	"gene-b2014"	"putrescine:H(+) symporter PlaP"	"AAC75075.2"
"4378"	"U00096.3"	"gene"	2087052	2087114	"-"	"yoeI"	"protein_coding"	"gene-b4678"	"yoeI"	NA	NA	NA
"4379"	"U00096.3"	"CDS"	2087052	2087114	"-"	"yoeI"	NA	"cds-ACO59998.1"	"ACO59998.1"	"gene-b4678"	"uncharacterized protein YoeI"	"ACO59998.1"
"4380"	"U00096.3"	"gene"	2087329	2088258	"-"	"yeeY"	"protein_coding"	"gene-b2015"	"yeeY"	NA	NA	NA
"4381"	"U00096.3"	"CDS"	2087329	2088258	"-"	"yeeY"	NA	"cds-AAC75076.2"	"AAC75076.2"	"gene-b2015"	"putative DNA-binding transcriptional regulator YeeY"	"AAC75076.2"
"4382"	"U00096.3"	"gene"	2088304	2089128	"-"	"yeeZ"	"protein_coding"	"gene-b2016"	"yeeZ"	NA	NA	NA
"4383"	"U00096.3"	"CDS"	2088304	2089128	"-"	"yeeZ"	NA	"cds-AAC75077.1"	"AAC75077.1"	"gene-b2016"	"putative epimerase YeeZ"	"AAC75077.1"
"4384"	"U00096.3"	"gene"	2089211	2089465	"-"	"yoeB"	"protein_coding"	"gene-b4539"	"yoeB"	NA	NA	NA
"4385"	"U00096.3"	"CDS"	2089211	2089465	"-"	"yoeB"	NA	"cds-ABD18681.1"	"ABD18681.1"	"gene-b4539"	"ribosome-dependent mRNA interferase toxin YoeB"	"ABD18681.1"
"4386"	"U00096.3"	"gene"	2089462	2089713	"-"	"yefM"	"protein_coding"	"gene-b2017"	"yefM"	NA	NA	NA
"4387"	"U00096.3"	"CDS"	2089462	2089713	"-"	"yefM"	NA	"cds-AAC75078.2"	"AAC75078.2"	"gene-b2017"	"YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor"	"AAC75078.2"
"4388"	"U00096.3"	"gene"	2089996	2090046	"+"	"hisL"	"protein_coding"	"gene-b2018"	"hisL"	NA	NA	NA
"4389"	"U00096.3"	"CDS"	2089996	2090046	"+"	"hisL"	NA	"cds-AAC75079.1"	"AAC75079.1"	"gene-b2018"	"his operon leader peptide"	"AAC75079.1"
"4390"	"U00096.3"	"gene"	2090192	2091091	"+"	"hisG"	"protein_coding"	"gene-b2019"	"hisG"	NA	NA	NA
"4391"	"U00096.3"	"CDS"	2090192	2091091	"+"	"hisG"	NA	"cds-AAC75080.1"	"AAC75080.1"	"gene-b2019"	"ATP phosphoribosyltransferase"	"AAC75080.1"
"4392"	"U00096.3"	"gene"	2091097	2092401	"+"	"hisD"	"protein_coding"	"gene-b2020"	"hisD"	NA	NA	NA
"4393"	"U00096.3"	"CDS"	2091097	2092401	"+"	"hisD"	NA	"cds-AAC75081.1"	"AAC75081.1"	"gene-b2020"	"histidinal/histidinol dehydrogenase"	"AAC75081.1"
"4394"	"U00096.3"	"gene"	2092398	2093468	"+"	"hisC"	"protein_coding"	"gene-b2021"	"hisC"	NA	NA	NA
"4395"	"U00096.3"	"CDS"	2092398	2093468	"+"	"hisC"	NA	"cds-AAC75082.1"	"AAC75082.1"	"gene-b2021"	"histidinol-phosphate aminotransferase"	"AAC75082.1"
"4396"	"U00096.3"	"gene"	2093468	2094535	"+"	"hisB"	"protein_coding"	"gene-b2022"	"hisB"	NA	NA	NA
"4397"	"U00096.3"	"CDS"	2093468	2094535	"+"	"hisB"	NA	"cds-AAC75083.2"	"AAC75083.2"	"gene-b2022"	"imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase"	"AAC75083.2"
"4398"	"U00096.3"	"gene"	2094535	2095125	"+"	"hisH"	"protein_coding"	"gene-b2023"	"hisH"	NA	NA	NA
"4399"	"U00096.3"	"CDS"	2094535	2095125	"+"	"hisH"	NA	"cds-AAC75084.1"	"AAC75084.1"	"gene-b2023"	"imidazole glycerol phosphate synthase subunit HisH"	"AAC75084.1"
"4400"	"U00096.3"	"gene"	2095125	2095862	"+"	"hisA"	"protein_coding"	"gene-b2024"	"hisA"	NA	NA	NA
"4401"	"U00096.3"	"CDS"	2095125	2095862	"+"	"hisA"	NA	"cds-AAC75085.2"	"AAC75085.2"	"gene-b2024"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase"	"AAC75085.2"
"4402"	"U00096.3"	"gene"	2095844	2096620	"+"	"hisF"	"protein_coding"	"gene-b2025"	"hisF"	NA	NA	NA
"4403"	"U00096.3"	"CDS"	2095844	2096620	"+"	"hisF"	NA	"cds-AAC75086.1"	"AAC75086.1"	"gene-b2025"	"imidazole glycerol phosphate synthase subunit HisF"	"AAC75086.1"
"4404"	"U00096.3"	"gene"	2096614	2097225	"+"	"hisI"	"protein_coding"	"gene-b2026"	"hisI"	NA	NA	NA
"4405"	"U00096.3"	"CDS"	2096614	2097225	"+"	"hisI"	NA	"cds-AAC75087.1"	"AAC75087.1"	"gene-b2026"	"putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase"	"AAC75087.1"
"4406"	"U00096.3"	"gene"	2097321	2098301	"-"	"wzzB"	"protein_coding"	"gene-b2027"	"wzzB"	NA	NA	NA
"4407"	"U00096.3"	"CDS"	2097321	2098301	"-"	"wzzB"	NA	"cds-AAC75088.2"	"AAC75088.2"	"gene-b2027"	"O-antigen co-polymerase"	"AAC75088.2"
"4408"	"U00096.3"	"gene"	2098447	2099613	"-"	"ugd"	"protein_coding"	"gene-b2028"	"ugd"	NA	NA	NA
"4409"	"U00096.3"	"CDS"	2098447	2099613	"-"	"ugd"	NA	"cds-AAC75089.1"	"AAC75089.1"	"gene-b2028"	"UDP-glucose 6-dehydrogenase"	"AAC75089.1"
"4410"	"U00096.3"	"gene"	2099862	2101268	"-"	"gnd"	"protein_coding"	"gene-b2029"	"gnd"	NA	NA	NA
"4411"	"U00096.3"	"CDS"	2099862	2101268	"-"	"gnd"	NA	"cds-AAC75090.1"	"AAC75090.1"	"gene-b2029"	"6-phosphogluconate dehydrogenase%2C decarboxylating"	"AAC75090.1"
"4412"	"U00096.3"	"pseudogene"	2101396	2103389	"-"	"wbbL"	"pseudogene"	"gene-b4571"	"wbbL"	NA	NA	NA
"4413"	"U00096.3"	"CDS"	2102944	2103389	"-"	"wbbL"	NA	"cds-gnl|b4571|CDS%3D2157"	NA	"gene-b4571"	"interrupted rhamnosyltransferase WbbL"	NA
"4414"	"U00096.3"	"CDS"	2101396	2101744	"-"	"wbbL"	NA	"cds-gnl|b4571|CDS%3D2157"	NA	"gene-b4571"	"interrupted rhamnosyltransferase WbbL"	NA
"4415"	"U00096.3"	"sequence_feature"	2101396	2101744	"-"	"wbbL"	NA	"id-b4571"	NA	NA	NA	NA
"4416"	"U00096.3"	"sequence_feature"	2102944	2103389	"-"	"wbbL"	NA	"id-b4571-2"	NA	NA	NA	NA
"4417"	"U00096.3"	"mobile_genetic_element"	2101749	2102943	"-"	NA	NA	"id-b4571-3"	NA	NA	NA	NA
"4418"	"U00096.3"	"gene"	2101895	2102875	"-"	"insH7"	"protein_coding"	"gene-b2030"	"insH7"	NA	NA	NA
"4419"	"U00096.3"	"CDS"	2101895	2102875	"-"	"insH7"	NA	"cds-AAC74413.2"	"AAC74413.2"	"gene-b2030"	"IS5 family transposase and trans-activator"	"AAC74413.2"
"4420"	"U00096.3"	"gene"	2103391	2104509	"-"	"wbbK"	"protein_coding"	"gene-b2032"	"wbbK"	NA	NA	NA
"4421"	"U00096.3"	"CDS"	2103391	2104509	"-"	"wbbK"	NA	"cds-AAC75093.1"	"AAC75093.1"	"gene-b2032"	"putative glycosyltransferase WbbK"	"AAC75093.1"
"4422"	"U00096.3"	"gene"	2104494	2105084	"-"	"wbbJ"	"protein_coding"	"gene-b2033"	"wbbJ"	NA	NA	NA
"4423"	"U00096.3"	"CDS"	2104494	2105084	"-"	"wbbJ"	NA	"cds-AAC75094.1"	"AAC75094.1"	"gene-b2033"	"putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ"	"AAC75094.1"
"4424"	"U00096.3"	"gene"	2105065	2106057	"-"	"wbbI"	"protein_coding"	"gene-b2034"	"wbbI"	NA	NA	NA
"4425"	"U00096.3"	"CDS"	2105065	2106057	"-"	"wbbI"	NA	"cds-AAC75095.1"	"AAC75095.1"	"gene-b2034"	"beta-1%2C6-galactofuranosyltransferase WbbI"	"AAC75095.1"
"4426"	"U00096.3"	"gene"	2106060	2107226	"-"	"wbbH"	"protein_coding"	"gene-b2035"	"wbbH"	NA	NA	NA
"4427"	"U00096.3"	"CDS"	2106060	2107226	"-"	"wbbH"	NA	"cds-AAC75096.1"	"AAC75096.1"	"gene-b2035"	"putative O-antigen polymerase"	"AAC75096.1"
"4428"	"U00096.3"	"gene"	2107226	2108329	"-"	"glf"	"protein_coding"	"gene-b2036"	"glf"	NA	NA	NA
"4429"	"U00096.3"	"CDS"	2107226	2108329	"-"	"glf"	NA	"cds-AAC75097.1"	"AAC75097.1"	"gene-b2036"	"UDP-galactopyranose mutase"	"AAC75097.1"
"4430"	"U00096.3"	"gene"	2108337	2109584	"-"	"rfbX"	"protein_coding"	"gene-b2037"	"rfbX"	NA	NA	NA
"4431"	"U00096.3"	"CDS"	2108337	2109584	"-"	"rfbX"	NA	"cds-AAC75098.1"	"AAC75098.1"	"gene-b2037"	"polyisoprenol-linked O16-antigen repeat unit flippase"	"AAC75098.1"
"4432"	"U00096.3"	"gene"	2109581	2110138	"-"	"rfbC"	"protein_coding"	"gene-b2038"	"rfbC"	NA	NA	NA
"4433"	"U00096.3"	"CDS"	2109581	2110138	"-"	"rfbC"	NA	"cds-AAC75099.1"	"AAC75099.1"	"gene-b2038"	"dTDP-4-dehydrorhamnose 3%2C5-epimerase"	"AAC75099.1"
"4434"	"U00096.3"	"gene"	2110138	2111019	"-"	"rfbA"	"protein_coding"	"gene-b2039"	"rfbA"	NA	NA	NA
"4435"	"U00096.3"	"CDS"	2110138	2111019	"-"	"rfbA"	NA	"cds-AAC75100.1"	"AAC75100.1"	"gene-b2039"	"glucose-1-phosphate thymidylyltransferase 1"	"AAC75100.1"
"4436"	"U00096.3"	"gene"	2111077	2111976	"-"	"rfbD"	"protein_coding"	"gene-b2040"	"rfbD"	NA	NA	NA
"4437"	"U00096.3"	"CDS"	2111077	2111976	"-"	"rfbD"	NA	"cds-AAC75101.1"	"AAC75101.1"	"gene-b2040"	"dTDP-4-dehydrorhamnose reductase"	"AAC75101.1"
"4438"	"U00096.3"	"gene"	2111976	2113061	"-"	"rfbB"	"protein_coding"	"gene-b2041"	"rfbB"	NA	NA	NA
"4439"	"U00096.3"	"CDS"	2111976	2113061	"-"	"rfbB"	NA	"cds-AAC75102.1"	"AAC75102.1"	"gene-b2041"	"dTDP-glucose 4%2C6-dehydratase 1"	"AAC75102.1"
"4440"	"U00096.3"	"gene"	2113434	2114327	"-"	"galF"	"protein_coding"	"gene-b2042"	"galF"	NA	NA	NA
"4441"	"U00096.3"	"CDS"	2113434	2114327	"-"	"galF"	NA	"cds-AAC75103.1"	"AAC75103.1"	"gene-b2042"	"UTP:glucose-1-phosphate uridylyltransferase%2C low activity"	"AAC75103.1"
"4442"	"U00096.3"	"gene"	2114502	2115896	"-"	"wcaM"	"protein_coding"	"gene-b2043"	"wcaM"	NA	NA	NA
"4443"	"U00096.3"	"CDS"	2114502	2115896	"-"	"wcaM"	NA	"cds-AAC75104.1"	"AAC75104.1"	"gene-b2043"	"putative colanic acid biosynthesis protein WcaM"	"AAC75104.1"
"4444"	"U00096.3"	"gene"	2115907	2117127	"-"	"wcaL"	"protein_coding"	"gene-b2044"	"wcaL"	NA	NA	NA
"4445"	"U00096.3"	"CDS"	2115907	2117127	"-"	"wcaL"	NA	"cds-AAC75105.1"	"AAC75105.1"	"gene-b2044"	"putative colanic acid biosynthesis glycosyl transferase WcaL"	"AAC75105.1"
"4446"	"U00096.3"	"gene"	2117124	2118404	"-"	"wcaK"	"protein_coding"	"gene-b2045"	"wcaK"	NA	NA	NA
"4447"	"U00096.3"	"CDS"	2117124	2118404	"-"	"wcaK"	NA	"cds-AAC75106.1"	"AAC75106.1"	"gene-b2045"	"colanic acid biosynthesis pyruvyl transferase WcaK"	"AAC75106.1"
"4448"	"U00096.3"	"gene"	2118680	2120158	"-"	"wzxC"	"protein_coding"	"gene-b2046"	"wzxC"	NA	NA	NA
"4449"	"U00096.3"	"CDS"	2118680	2120158	"-"	"wzxC"	NA	"cds-AAC75107.1"	"AAC75107.1"	"gene-b2046"	"colanic acid repeat unit flippase"	"AAC75107.1"
"4450"	"U00096.3"	"gene"	2120160	2121554	"-"	"wcaJ"	"protein_coding"	"gene-b2047"	"wcaJ"	NA	NA	NA
"4451"	"U00096.3"	"CDS"	2120160	2121554	"-"	"wcaJ"	NA	"cds-AAC75108.1"	"AAC75108.1"	"gene-b2047"	"UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase"	"AAC75108.1"
"4452"	"U00096.3"	"gene"	2121609	2122979	"-"	"cpsG"	"protein_coding"	"gene-b2048"	"cpsG"	NA	NA	NA
"4453"	"U00096.3"	"CDS"	2121609	2122979	"-"	"cpsG"	NA	"cds-AAC75109.1"	"AAC75109.1"	"gene-b2048"	"phosphomannomutase"	"AAC75109.1"
"4454"	"U00096.3"	"gene"	2123084	2124520	"-"	"cpsB"	"protein_coding"	"gene-b2049"	"cpsB"	NA	NA	NA
"4455"	"U00096.3"	"CDS"	2123084	2124520	"-"	"cpsB"	NA	"cds-AAC75110.1"	"AAC75110.1"	"gene-b2049"	"mannose-1-phosphate guanylyltransferase"	"AAC75110.1"
"4456"	"U00096.3"	"gene"	2124523	2125746	"-"	"wcaI"	"protein_coding"	"gene-b2050"	"wcaI"	NA	NA	NA
"4457"	"U00096.3"	"CDS"	2124523	2125746	"-"	"wcaI"	NA	"cds-AAC75111.1"	"AAC75111.1"	"gene-b2050"	"colanic acid biosynthesis fucosyltransferase WcaI"	"AAC75111.1"
"4458"	"U00096.3"	"gene"	2125743	2126222	"-"	"gmm"	"protein_coding"	"gene-b2051"	"gmm"	NA	NA	NA
"4459"	"U00096.3"	"CDS"	2125743	2126222	"-"	"gmm"	NA	"cds-AAC75112.2"	"AAC75112.2"	"gene-b2051"	"GDP-mannose mannosyl hydrolase"	"AAC75112.2"
"4460"	"U00096.3"	"gene"	2126225	2127190	"-"	"fcl"	"protein_coding"	"gene-b2052"	"fcl"	NA	NA	NA
"4461"	"U00096.3"	"CDS"	2126225	2127190	"-"	"fcl"	NA	"cds-AAC75113.1"	"AAC75113.1"	"gene-b2052"	"GDP-L-fucose synthase"	"AAC75113.1"
"4462"	"U00096.3"	"gene"	2127193	2128314	"-"	"gmd"	"protein_coding"	"gene-b2053"	"gmd"	NA	NA	NA
"4463"	"U00096.3"	"CDS"	2127193	2128314	"-"	"gmd"	NA	"cds-AAC75114.1"	"AAC75114.1"	"gene-b2053"	"GDP-mannose 4%2C6-dehydratase"	"AAC75114.1"
"4464"	"U00096.3"	"gene"	2128340	2128888	"-"	"wcaF"	"protein_coding"	"gene-b2054"	"wcaF"	NA	NA	NA
"4465"	"U00096.3"	"CDS"	2128340	2128888	"-"	"wcaF"	NA	"cds-AAC75115.1"	"AAC75115.1"	"gene-b2054"	"colanic acid biosynthesis acetyltransferase WcaF"	"AAC75115.1"
"4466"	"U00096.3"	"gene"	2128904	2129650	"-"	"wcaE"	"protein_coding"	"gene-b2055"	"wcaE"	NA	NA	NA
"4467"	"U00096.3"	"CDS"	2128904	2129650	"-"	"wcaE"	NA	"cds-AAC75116.1"	"AAC75116.1"	"gene-b2055"	"GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und alpha-(1%2C4)-fucosyltransferase"	"AAC75116.1"
"4468"	"U00096.3"	"gene"	2129661	2130878	"-"	"wcaD"	"protein_coding"	"gene-b2056"	"wcaD"	NA	NA	NA
"4469"	"U00096.3"	"CDS"	2129661	2130878	"-"	"wcaD"	NA	"cds-AAC75117.1"	"AAC75117.1"	"gene-b2056"	"colanic acid polymerase"	"AAC75117.1"
"4470"	"U00096.3"	"gene"	2130853	2132070	"-"	"wcaC"	"protein_coding"	"gene-b2057"	"wcaC"	NA	NA	NA
"4471"	"U00096.3"	"CDS"	2130853	2132070	"-"	"wcaC"	NA	"cds-AAC75118.1"	"AAC75118.1"	"gene-b2057"	"colanic acid biosynthesis galactosyltransferase WcaC"	"AAC75118.1"
"4472"	"U00096.3"	"gene"	2132067	2132555	"-"	"wcaB"	"protein_coding"	"gene-b2058"	"wcaB"	NA	NA	NA
"4473"	"U00096.3"	"CDS"	2132067	2132555	"-"	"wcaB"	NA	"cds-AAC75119.1"	"AAC75119.1"	"gene-b2058"	"colanic acid biosynthesis acetyltransferase WcaB"	"AAC75119.1"
"4474"	"U00096.3"	"gene"	2132558	2133397	"-"	"wcaA"	"protein_coding"	"gene-b2059"	"wcaA"	NA	NA	NA
"4475"	"U00096.3"	"CDS"	2132558	2133397	"-"	"wcaA"	NA	"cds-AAC75120.1"	"AAC75120.1"	"gene-b2059"	"UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1%2C3)-glucuronosyltransferase"	"AAC75120.1"
"4476"	"U00096.3"	"gene"	2133490	2135652	"-"	"wzc"	"protein_coding"	"gene-b2060"	"wzc"	NA	NA	NA
"4477"	"U00096.3"	"CDS"	2133490	2135652	"-"	"wzc"	NA	"cds-AAC75121.2"	"AAC75121.2"	"gene-b2060"	"protein-tyrosine kinase Wzc"	"AAC75121.2"
"4478"	"U00096.3"	"gene"	2135655	2136098	"-"	"wzb"	"protein_coding"	"gene-b2061"	"wzb"	NA	NA	NA
"4479"	"U00096.3"	"CDS"	2135655	2136098	"-"	"wzb"	NA	"cds-AAC75122.1"	"AAC75122.1"	"gene-b2061"	"protein-tyrosine phosphatase"	"AAC75122.1"
"4480"	"U00096.3"	"gene"	2136104	2137243	"-"	"wza"	"protein_coding"	"gene-b2062"	"wza"	NA	NA	NA
"4481"	"U00096.3"	"CDS"	2136104	2137243	"-"	"wza"	NA	"cds-AAC75123.1"	"AAC75123.1"	"gene-b2062"	"outer membrane polysaccharide export protein Wza"	"AAC75123.1"
"4482"	"U00096.3"	"gene"	2137902	2139485	"+"	"yegH"	"protein_coding"	"gene-b2063"	"yegH"	NA	NA	NA
"4483"	"U00096.3"	"CDS"	2137902	2139485	"+"	"yegH"	NA	"cds-AAC75124.2"	"AAC75124.2"	"gene-b2063"	"inner membrane protein YegH"	"AAC75124.2"
"4484"	"U00096.3"	"gene"	2139759	2141612	"-"	"asmA"	"protein_coding"	"gene-b2064"	"asmA"	NA	NA	NA
"4485"	"U00096.3"	"CDS"	2139759	2141612	"-"	"asmA"	NA	"cds-AAC75125.1"	"AAC75125.1"	"gene-b2064"	"putative assembly protein AsmA"	"AAC75125.1"
"4486"	"U00096.3"	"gene"	2141634	2142215	"-"	"dcd"	"protein_coding"	"gene-b2065"	"dcd"	NA	NA	NA
"4487"	"U00096.3"	"CDS"	2141634	2142215	"-"	"dcd"	NA	"cds-AAC75126.1"	"AAC75126.1"	"gene-b2065"	"dCTP deaminase"	"AAC75126.1"
"4488"	"U00096.3"	"gene"	2142307	2142948	"-"	"udk"	"protein_coding"	"gene-b2066"	"udk"	NA	NA	NA
"4489"	"U00096.3"	"CDS"	2142307	2142948	"-"	"udk"	NA	"cds-AAC75127.2"	"AAC75127.2"	"gene-b2066"	"uridine/cytidine kinase"	"AAC75127.2"
"4490"	"U00096.3"	"gene"	2143266	2146583	"+"	"dgcE"	"protein_coding"	"gene-b2067"	"dgcE"	NA	NA	NA
"4491"	"U00096.3"	"CDS"	2143266	2146583	"+"	"dgcE"	NA	"cds-AAC75128.1"	"AAC75128.1"	"gene-b2067"	"putative diguanylate cyclase DgcE"	"AAC75128.1"
"4492"	"U00096.3"	"gene"	2146692	2147540	"-"	"alkA"	"protein_coding"	"gene-b2068"	"alkA"	NA	NA	NA
"4493"	"U00096.3"	"CDS"	2146692	2147540	"-"	"alkA"	NA	"cds-AAC75129.1"	"AAC75129.1"	"gene-b2068"	"DNA-3-methyladenine glycosylase 2"	"AAC75129.1"
"4494"	"U00096.3"	"gene"	2147674	2149026	"+"	"yegD"	"protein_coding"	"gene-b2069"	"yegD"	NA	NA	NA
"4495"	"U00096.3"	"CDS"	2147674	2149026	"+"	"yegD"	NA	"cds-AAC75130.2"	"AAC75130.2"	"gene-b2069"	"HSP70 family protein YegD"	"AAC75130.2"
"4496"	"U00096.3"	"gene"	2149039	2150985	"-"	"yegI"	"protein_coding"	"gene-b2070"	"yegI"	NA	NA	NA
"4497"	"U00096.3"	"CDS"	2149039	2150985	"-"	"yegI"	NA	"cds-AAC75131.1"	"AAC75131.1"	"gene-b2070"	"putative serine/threonine-protein kinase YegI"	"AAC75131.1"
"4498"	"U00096.3"	"gene"	2151185	2151646	"+"	"yegJ"	"protein_coding"	"gene-b2071"	"yegJ"	NA	NA	NA
"4499"	"U00096.3"	"CDS"	2151185	2151646	"+"	"yegJ"	NA	"cds-AAC75132.1"	"AAC75132.1"	"gene-b2071"	"DUF2314 domain-containing protein YegJ"	"AAC75132.1"
"4500"	"U00096.3"	"gene"	2151711	2152472	"-"	"pphC"	"protein_coding"	"gene-b2072"	"pphC"	NA	NA	NA
"4501"	"U00096.3"	"CDS"	2151711	2152472	"-"	"pphC"	NA	"cds-AAC75133.1"	"AAC75133.1"	"gene-b2072"	"protein-serine/threonine phosphatase PphC"	"AAC75133.1"
"4502"	"U00096.3"	"gene"	2152469	2153128	"-"	"yegL"	"protein_coding"	"gene-b2073"	"yegL"	NA	NA	NA
"4503"	"U00096.3"	"CDS"	2152469	2153128	"-"	"yegL"	NA	"cds-AAC75134.1"	"AAC75134.1"	"gene-b2073"	"IPR002035 domain-containing protein YegL"	"AAC75134.1"
"4504"	"U00096.3"	"gene"	2153311	2153454	"+"	"sibA"	"ncRNA"	"gene-b4436"	"sibA"	NA	NA	NA
"4505"	"U00096.3"	"ncRNA"	2153311	2153454	"+"	"sibA"	NA	"rna-b4436"	NA	"gene-b4436"	"small RNA SibA"	NA
"4506"	"U00096.3"	"exon"	2153311	2153454	"+"	"sibA"	NA	"exon-b4436-1"	NA	"rna-b4436"	"small RNA SibA"	NA
"4507"	"U00096.3"	"gene"	2153349	2153408	"-"	"ibsA"	"protein_coding"	"gene-b4667"	"ibsA"	NA	NA	NA
"4508"	"U00096.3"	"CDS"	2153349	2153408	"-"	"ibsA"	NA	"cds-ACO59999.1"	"ACO59999.1"	"gene-b4667"	"toxic peptide IbsA"	"ACO59999.1"
"4509"	"U00096.3"	"gene"	2153646	2153781	"+"	"sibB"	"ncRNA"	"gene-b4437"	"sibB"	NA	NA	NA
"4510"	"U00096.3"	"ncRNA"	2153646	2153781	"+"	"sibB"	NA	"rna-b4437"	NA	"gene-b4437"	"small RNA SibB"	NA
"4511"	"U00096.3"	"exon"	2153646	2153781	"+"	"sibB"	NA	"exon-b4437-1"	NA	"rna-b4437"	"small RNA SibB"	NA
"4512"	"U00096.3"	"gene"	2153681	2153737	"-"	"ibsB"	"protein_coding"	"gene-b4668"	"ibsB"	NA	NA	NA
"4513"	"U00096.3"	"CDS"	2153681	2153737	"-"	"ibsB"	NA	"cds-ACO60000.1"	"ACO60000.1"	"gene-b4668"	"putative toxic peptide IbsB"	"ACO60000.1"
"4514"	"U00096.3"	"gene"	2154016	2155263	"+"	"mdtA"	"protein_coding"	"gene-b2074"	"mdtA"	NA	NA	NA
"4515"	"U00096.3"	"CDS"	2154016	2155263	"+"	"mdtA"	NA	"cds-AAC75135.2"	"AAC75135.2"	"gene-b2074"	"multidrug efflux pump membrane fusion protein MdtA"	"AAC75135.2"
"4516"	"U00096.3"	"gene"	2155263	2158385	"+"	"mdtB"	"protein_coding"	"gene-b2075"	"mdtB"	NA	NA	NA
"4517"	"U00096.3"	"CDS"	2155263	2158385	"+"	"mdtB"	NA	"cds-AAC75136.1"	"AAC75136.1"	"gene-b2075"	"multidrug efflux pump RND permease subunit MdtB"	"AAC75136.1"
"4518"	"U00096.3"	"gene"	2158386	2161463	"+"	"mdtC"	"protein_coding"	"gene-b2076"	"mdtC"	NA	NA	NA
"4519"	"U00096.3"	"CDS"	2158386	2161463	"+"	"mdtC"	NA	"cds-AAC75137.1"	"AAC75137.1"	"gene-b2076"	"multidrug efflux pump RND permease subunit MdtC"	"AAC75137.1"
"4520"	"U00096.3"	"gene"	2161464	2162879	"+"	"mdtD"	"protein_coding"	"gene-b2077"	"mdtD"	NA	NA	NA
